relation_id,sentence_id,description,is_true,expectation,words,c_start,c_length,p_start,p_length,p_length,features,weights
7206355@40_3-7206355@40_15,7206355@40,Phil Perry-Lee Ritenhour,,0.3,"{In,1992,"","",Phil,travel,to,Japan,to,perform,in,the,Earth,Voice,Concert,with,Lee,Ritenhour,"","",Lisa,Fischer,"","",Brenda,Russell,"","",James,Ingram,"","",Michael,McDonald,.}",15,2,3,1,1,"{INV_NGRAM_1_[perform],INV_NGRAM_1_[travel],""INV_BETW_L_[prep_with vmod nn]"",""INV_BETW_D_[prep_with perform vmod travel nn]"",""INV_BETW_[prep_with perform vmod travel nn]""}","{-0.321029,-0.251093,-0.0180068,-0.0110378,-0.0110378}"
905870@66_21-905870@66_9,905870@66,Dilly Knox-Peter Twinn,,0.186,"{In,early,1942,"","",with,Knox,seriously,ill,"","",Peter,Twinn,took,change,of,running,ISK,and,was,appointed,head,after,Knox,'s,death,.}",9,2,21,1,1,"{people_between_bucket=0,NGRAM_1_[run],NGRAM_1_[change],NGRAM_1_[head],NGRAM_1_[take],""BETW_D_[nsubj take conj_and appoint xcomp head prep_after death poss]""}","{-0.729378,-0.537671,0.228876,-0.181792,-0.17134,-0.00872535}"
6611234@11_5-6611234@11_17,6611234@11,Michael O'Laughlen-Abraham Lincoln,,0.344,"{In,the,fall,of,1864,O'Laughlen,agreed,to,become,a,co-conspirator,in,the,plot,to,kidnap,President,Abraham,Lincoln,.}",17,2,5,1,1,"{INV_NGRAM_1_[become],INV_NGRAM_1_[agree],INV_NGRAM_1_[kidnap],INV_NGRAM_1_[plot],INV_NGRAM_1_[co-conspirator],""INV_BETW_D_[dobj kidnap vmod plot prep_in become xcomp agree prep_in fall prep_of]""}","{-0.543658,-0.235663,0.129875,-0.12261,0.00783368,-0.000568796}"
18612120@23_2-18612120@23_6,18612120@23,Robert Berning-Joe,,0.504,"{Coulombe,credited,Berning,with,innovating,Trader,Joe,'s,ability,to,buy,and,distribute,lower-cost,wines,to,their,own,stores,without,the,use,of,traditional,wholesalers,.}",6,1,2,1,1,"{""INV_BETW_D_[poss ability dobj innovate prepc_with]"",""INV_BETW_[poss ability dobj innovate prepc_with]"",INV_NGRAM_1_[innovate],""INV_BETW_L_[poss dobj prepc_with]""}","{0.00194437,0.00194437,0.00194437,0.00194437}"
6851158@32_8-6851158@32_1,6851158@32,Alessandra Macinghi-Matteo,,0.208,"{Within,Matteo,s,will,"","",he,specifically,named,Alessandra,guardian,of,her,children,as,long,as,she,remained,a,widow,.}",1,1,8,1,1,"{people_between_bucket=0,NGRAM_1_[s],NGRAM_1_[name],NGRAM_1_[will],NGRAM_1_[specifically],""NGRAM_2_[specifically name]""}","{-0.729378,-0.671925,-0.0859845,0.0505058,0.0032226,0.00238305}"
24318105@3_0-24318105@3_27,24318105@3,Candice Accola-Kevin Accola,t,0.988,"{Accola,was,born,in,Houston,"","",Texas,"","",the,daughter,of,Carolyn,-LRB-,Clark,-RRB-,"","",who,was,an,environmental,engineer,before,becoming,a,homemaker,"","",and,Kevin,Accola,"","",a,cardiothoracic,surgeon,.}",27,2,0,1,1,"{INV_NGRAM_1_[bear],INV_NGRAM_1_[daughter],INV_NGRAM_1_[become],""INV_BETW_L_[conj_and prep_of dep nsubjpass]"",INV_NGRAM_1_[engineer],INV_NGRAM_1_[homemaker]}","{2.23147,1.52214,-0.543658,0.364123,0.190616,0.132408}"
2765089@29_18-2765089@29_4,2765089@29,Sid Bream-Mike LaValliere,,0.23,"{As,soon,as,catcher,Mike,LaValliere,received,the,ball,"","",he,desperately,lunged,toward,the,plate,to,tag,Bream,out,"","",but,Bream,was,able,to,slide,just,underneath,the,tag,to,score,the,winning,run,and,send,the,Braves,to,the,World,Series,for,the,second,consecutive,year,.}",4,2,18,1,1,"{people_between_bucket=0,NGRAM_1_[receive],NGRAM_1_[ball],NGRAM_1_[toward],NGRAM_1_[plate],NGRAM_1_[tag]}","{-0.729378,-0.240055,-0.0523606,-0.0452596,-0.0301235,-0.0156498}"
37380911@1_0-37380911@1_7,37380911@1,Louis Vaillant-Louis Auguste Andr Marie Vaillant,,0.152,"{Louis,Vaillant,Louis,Vaillant,-LRB-,full,name,Louis,Auguste,Andr,Marie,Vaillant,-RRB-,-LRB-,27,November,1874,?,-RRB-}",7,5,0,2,2,"{INV_NGRAM_1_[name],""INV_BETW_L_[dep nn]"",INV_NGRAM_1_[full],""INV_NGRAM_2_[full name]""}","{-0.73639,-0.717643,-0.0865102,-0.0305193}"
36791@12_0-36791@12_3,36791@12,Todd Rundgren-Johan Sigfrid Rundgren,,0.266,"{Todd,'s,grandfather,Johan,Sigfrid,Rundgren,-LRB-,1882,1951,-RRB-,was,born,and,raised,in,Norrt,lje,"","",Sweden,"","",and,his,grandmother,Sophie,Brandweis,Rundgren,was,born,and,raised,in,Austria,.}",3,3,0,1,1,"{INV_NGRAM_1_['s],INV_NGRAM_1_[grandfather],""INV_NGRAM_2_['s grandfather]"",INV_BETW_[poss],INV_BETW_L_[poss],INV_BETW_D_[poss]}","{-1.17199,-0.209167,0.188307,0.0588572,0.0585275,0.0580347}"
4079386@13_0-4079386@13_40,4079386@13,Zino Vinnikov-Vladimir Ashkenazy,,0.25,"{Vinnikov,has,performed,as,a,soloist,under,leading,conductors,such,as,Yuri,Temirkanov,"","",Evgeny,Svetlanov,"","",Mariss,Jansons,"","",Neeme,J,rvi,"","",Gennady,Rozhdestvensky,"","",Andr,Previn,"","",Alain,Lombard,"","",Hans,Vonk,"","",Jaap,van,Zweden,and,Vladimir,Ashkenazy,.}",40,2,0,1,1,"{INV_NGRAM_1_[lead],INV_NGRAM_1_[perform],INV_NGRAM_1_[van],INV_NGRAM_1_[conductor],INV_NGRAM_1_[soloist],""INV_NGRAM_2_[lead conductor]""}","{-0.589478,-0.321029,-0.283502,0.0886662,0.00690961,0.00673051}"
5898957@31_6-5898957@31_21,5898957@31,Rusty Brooks-Barry Houston,,0.28,"{Other,stars,that,have,trained,at,Brooks,',wrestling,academy,include,:,MVP,"","",Bruno,Sassi,"","",Soulman,Alex,G,"","",Barry,Houston,"","",Jeff,``,J-Dawg,'',Brooks,"","",Big,Daddy,Gonzo,"","",Gangrel,"","",Luna,Vachon,"","",Kassidy,"","",Angel,Rose,and,others,.}",21,2,6,1,1,"{INV_NGRAM_1_[include],INV_NGRAM_1_[wrestling],INV_NGRAM_1_[academy],INV_NGRAM_1_[mvp],""INV_NGRAM_2_[academy include]"",""INV_NGRAM_3_[wrestling academy include]""}","{-0.906718,0.0311444,-0.0252099,0.00463001,-0.000907761,-0.000907761}"
14775636@18_5-14775636@18_8,14775636@18,Sam Lanin-Bing Crosby,,0.318,"{In,1928,and,1929,"","",Lanin,recorded,with,Bing,Crosby,.}",8,2,5,1,1,"{INV_NGRAM_1_[record],""INV_BETW_L_[prep_with nsubj]"",""INV_BETW_D_[prep_with record nsubj]"",""INV_BETW_[prep_with record nsubj]""}","{-0.608622,-0.326138,-0.00135834,-0.00135834}"
25023285@10_7-25023285@10_15,25023285@10,Irving Ravetch-Martin Ritt,,0.534,"{When,Wald,greenlighted,the,film,and,asked,Ravetch,to,choose,a,director,"","",he,suggested,Martin,Ritt,"","",whom,he,knew,from,the,Group,Theatre,and,the,Actors,Studio,in,New,York,City,.}",15,2,7,1,1,"{INV_NGRAM_1_[director],INV_NGRAM_1_[suggest],""INV_BETW_L_[dobj advcl conj_and dobj]"",INV_NGRAM_1_[choose],""INV_BETW_[dobj suggest advcl greenlight conj_and ask dobj]"",""INV_BETW_D_[dobj suggest advcl greenlight conj_and ask dobj]""}","{0.207271,-0.033844,0.00717497,0.00585797,0.00543016,0.00543016}"
28283193@27_4-28283193@27_24,28283193@27,Beau Davidson-Keith Urban,,0.156,"{In,August,2008,"","",Davidson,was,featured,in,Country,Weekly,magazine,and,gained,international,media,attention,when,asked,to,write,an,honorary,lullaby,for,Keith,Urban,and,Nicole,Kidman,'s,daughter,"","",Sunday,Rose,.}",24,2,4,1,1,"{INV_NGRAM_1_[ask],INV_NGRAM_1_[write],INV_NGRAM_1_[feature],INV_NGRAM_1_[honorary],INV_NGRAM_1_[magazine],INV_NGRAM_1_[international]}","{-0.588075,-0.520573,-0.373184,0.187307,-0.136221,-0.131269}"
22626050@20_0-22626050@20_6,22626050@20,Yuka Tsuji-Watanabe,,0.2,"{Tsuji,won,the,title,after,defeating,Watanabe,by,armbar,at,3:51,of,the,first,round,.}",6,1,0,1,1,"{INV_NGRAM_1_[win],INV_NGRAM_1_[title],INV_NGRAM_1_[defeat],""INV_BETW_L_[dobj prepc_after nsubj]"",""INV_BETW_D_[dobj defeat prepc_after win nsubj]"",""INV_BETW_[dobj defeat prepc_after win nsubj]""}","{-0.591333,-0.366825,-0.362882,0.0184771,0.000119045,0.000119045}"
16444044@4_7-16444044@4_4,16444044@4,John Hopton-Edward VI,,0.352,"{During,the,reign,of,Edward,VI,"","",Hopton,was,Chaplain,to,the,Lady,Mary,"","",later,Queen,Mary,I,"","",and,was,summoned,before,the,Privy,Council,in,1549,and,ordered,to,stop,celebrating,the,Catholic,Mass.,.}",4,2,7,1,1,"{people_between_bucket=0,""BETW_L_[prep_of prep_during nsubj]""}","{-0.729378,-0.0769471}"
12373318@23_12-12373318@23_17,12373318@23,Timothy Landon-Sultan Qaboos,,0.454,"{The,title,the,``,White,Sultan,'',was,regarded,with,bemusement,by,Landon,"","",who,maintained,that,Sultan,Qaboos,was,very,much,in,charge,of,Oman,'s,destiny,"","",and,he,was,simply,a,servant,and,friend,there,to,give,advice,.}",17,2,12,1,1,"{INV_NGRAM_1_[maintain],""INV_BETW_L_[nsubj ccomp rcmod]""}","{-0.0370064,-0.0128046}"
271874@44_0-271874@44_25,271874@44,Nathan Lane-Max Bialystock,,0.088,"{Lane,has,performed,two,roles,originated,by,Zero,Mostel,"","",Pseudolus,in,``,A,Funny,Thing,Happened,on,the,Way,to,the,Forum,'',and,Max,Bialystock,in,``,The,Producers,'',.}",25,2,0,1,1,"{INV_NGRAM_1_[role],INV_NGRAM_1_[two],INV_NGRAM_1_[way],INV_NGRAM_1_[perform],INV_NGRAM_1_[originate],INV_NGRAM_1_[happen]}","{-0.678928,-0.621691,-0.336936,-0.321029,-0.271293,-0.195185}"
21811284@8_0-21811284@8_28,21811284@8,Kelley O'Connor-Steven Stucky,,0.046,"{O'Connor,'s,other,work,in,contemporary,music,has,included,singing,the,part,of,Mrs,Goodman,in,the,premiere,of,the,oratorio,``,August,4,"","",1964,'',by,Steven,Stucky,in,Dallas,.}",28,2,0,1,1,"{INV_NGRAM_1_['s],INV_NGRAM_1_[include],INV_NGRAM_1_[4],INV_NGRAM_1_[work],INV_NGRAM_1_[music],INV_NGRAM_1_[part]}","{-1.17199,-0.906718,0.561094,-0.544445,-0.374965,-0.247603}"
33651355@4_0-33651355@4_13,33651355@4,Les Heidke-Harold Heidke,,0.914,"{Les,Heidke,'s,father,was,1908,Kangaroo,William,Heidke,and,his,uncle,was,Harold,Heidke,"","",who,also,played,for,Australia,.}",13,2,0,2,2,"{INV_NGRAM_1_[father],INV_NGRAM_1_['s],""INV_BETW_L_[conj_and nsubj poss]"",INV_NGRAM_1_[uncle],""INV_NGRAM_2_['s father]"",INV_NGRAM_1_[1908]}","{2.55796,-1.17199,0.32362,0.262262,0.202945,0.0252228}"
12883539@38_0-12883539@38_26,12883539@38,Guan Linzheng-Chen Cheng,,0.048,"{Guan,'s,relationship,with,General,Chen,Cheng,was,very,rivalrous,throughout,their,career,"","",Guan,maintained,a,close,friendship,with,General,Hu,Lien,"","",one,of,Chen,Cheng,'s,ablest,subordinates,.}",26,2,0,1,1,"{INV_NGRAM_1_['s],INV_NGRAM_1_[relationship],INV_NGRAM_1_[throughout],INV_NGRAM_1_[career],INV_NGRAM_1_[friendship],INV_NGRAM_1_[close]}","{-1.17199,-0.619252,-0.258164,-0.240424,-0.178977,-0.166239}"
143331@7_15-143331@7_37,143331@7,Zeno of Elea-Socrates,,0.454,"{In,the,dialogue,of,``,Parmenides,'',"","",Plato,describes,a,visit,to,Athens,by,Zeno,and,Parmenides,"","",at,a,time,when,Parmenides,is,``,about,65,"","",'',Zeno,is,``,nearly,40,'',and,Socrates,is,``,a,very,young,man,'',.}",37,1,15,1,1,"{INV_NGRAM_1_[time],INV_NGRAM_1_[40],INV_NGRAM_1_[nearly],INV_NGRAM_1_[65],""INV_BETW_L_[nsubj conj_and dobj prep_to prep_by]"",""INV_NGRAM_2_[nearly 40]""}","{-0.319971,0.184358,-0.0698974,0.00446829,0.0024356,0.0024356}"
25938@153_20-25938@153_22,25938@153,Rudy Giuliani-Raymond Harding,,0.066,"{In,2000,"","",Giuliani,appointed,34-year-old,Russell,Harding,"","",the,son,of,Liberal,Party,of,New,York,leader,and,longtime,Giuliani,mentor,Raymond,Harding,"","",to,head,the,New,York,City,Housing,Development,Corporation,"","",although,Harding,had,neither,a,college,degree,nor,relevant,experience,.}",22,2,20,1,1,"{INV_BETW_D_[nn],INV_BETW_[nn],INV_BETW_L_[nn],INV_NGRAM_1_[mentor],INV_WORD_SEQ_[mentor]}","{-0.819983,-0.819235,-0.819235,-0.14959,-0.00395896}"
1985727@26_0-1985727@26_17,1985727@26,Russell Branyan-Mark McGwire,,0.326,"{Russell,Branyan,was,once,considered,a,top,prospect,in,the,Cleveland,Indians,organization,"","",being,compared,to,Mark,McGwire,.}",17,2,0,2,2,"{INV_NGRAM_1_[consider],INV_NGRAM_1_[top],INV_NGRAM_1_[compare],INV_NGRAM_1_[organization],INV_NGRAM_1_[prospect],""INV_NGRAM_2_[top prospect]""}","{-0.364938,-0.177397,-0.124764,-0.0220877,-0.0193333,0.00416393}"
5203113@23_3-5203113@23_15,5203113@23,Maki Horikita-Mizuki Ashiya,,0.238,"{Soon,after,"","",Horikita,was,awarded,her,first,Best,Actress,award,for,her,role,as,Mizuki,Ashiya,in,the,Japanese,drama,adaptation,of,the,gender-bender,manga,``,Hana-Kimi,'',"","",or,``,Hanazakari,no,Kimitachi,e,'',.}",15,2,3,1,1,"{INV_NGRAM_1_[role],INV_NGRAM_1_[first],INV_NGRAM_1_[award],INV_NGRAM_1_[actress],INV_NGRAM_1_[best],""INV_NGRAM_2_[best actress]""}","{-0.678928,-0.344585,-0.274258,0.0749846,-0.0385606,-0.00744381}"
1593104@20_2-1593104@20_0,1593104@20,Jay Adams-Sherwood,,0.668,"{Sherwood,and,Adams,created,the,brand,and,team,EZ,RYDER,"","",which,changed,its,name,to,Z-Flex,six,months,later,.}",0,1,2,1,1,"{people_between_bucket=0,BETW_D_[conj_and],BETW_L_[conj_and],BETW_[conj_and]}","{-0.729378,0.448027,0.447303,0.445611}"
1651759@13_9-1651759@13_0,1651759@13,Phil Morle-Sharman Networks,,0.342,"{Sharman,Networks,bought,out,Kazaa,in,early,2002,and,Morle,was,recruited,as,Director,of,Technology,.}",0,2,9,1,1,"{people_between_bucket=0,""BETW_L_[nsubj conj_and nsubjpass]"",NGRAM_1_[buy],NGRAM_1_[early],NGRAM_1_[2002],""NGRAM_2_[early 2002]""}","{-0.729378,0.141241,-0.121014,-0.0787152,0.0595964,0.00215049}"
3176932@29_3-3176932@29_10,3176932@29,Magnus Eliason-Edward R. Schreyer,,0.088,"{In,Manitoba,"","",Magnus,played,a,key,role,in,bringing,Edward,R.,Schreyer,into,the,Premiership,of,the,Province,.}",10,3,3,1,1,"{INV_NGRAM_1_[play],INV_NGRAM_1_[role],INV_NGRAM_1_[bring],INV_NGRAM_1_[key],""INV_NGRAM_2_[key role]"",""INV_BETW_L_[dobj prepc_in dobj nsubj]""}","{-0.915355,-0.678928,-0.468196,-0.0961394,-0.0198987,-0.00381846}"
21125085@3_0-21125085@3_10,21125085@3,Cal Johnson-Anne Johnson,t,0.908,"{Cal,Johnson,was,born,in,Wichita,"","",Kansas,"","",to,Anne,and,Richard,Johnson,.}",10,2,0,2,2,"{INV_NGRAM_1_[bear],""INV_BETW_L_[cc dobj xcomp nsubjpass]""}","{2.23147,0.00133525}"
28953688@11_6-28953688@11_32,28953688@11,Irving J. Moore-Lea Houston,,0.068,"{In,the,1963-1964,television,season,"","",Moore,directed,three,episodes,of,Jeffrey,Hunter,'s,unsuccessful,NBC,western,series,"","",``,Temple,Houston,'',"","",loosely,based,on,the,legal,career,of,Temple,Lea,Houston,"","",the,youngest,son,of,Sam,Houston,.}",32,2,6,1,1,"{INV_NGRAM_1_['s],INV_NGRAM_1_[three],INV_NGRAM_1_[career],INV_NGRAM_1_[direct],INV_NGRAM_1_[episode],INV_NGRAM_1_[base]}","{-1.17199,-0.695591,-0.240424,-0.134472,-0.131171,-0.121656}"
29019799@26_41-29019799@26_26,29019799@26,Pliny the Younger on Christians-Tertullian,,0.232,"{Before,the,Decius,edict,ushered,in,an,empire,wide,persecution,"","",individual,governors,treated,Christians,very,differently,depending,on,the,public,and,social,issues,"","",e.g.,Tertullian,wrote,that,no,Christian,blood,was,shed,in,Africa,prior,to,180,"","",but,Pliny,executed,Christians,in,112,.}",26,1,41,1,1,"{people_between_bucket=0,NGRAM_1_[write],NGRAM_1_[prior],NGRAM_1_[blood],NGRAM_1_[christian],""BETW_L_[nsubj conj_but nsubj]""}","{-0.729378,-0.578965,0.112325,-0.0471392,0.011173,-0.00341687}"
30155661@31_38-30155661@31_9,30155661@31,Michael Loch McGurk-Medich,,0.372,"{In,various,media,reports,"","",it,was,claimed,that,Medich,and,McGurk,were,in,dispute,"","",including,matters,that,were,brought,before,the,Federal,Court,by,Medich,against,McGurk,and,his,wife,"","",and,various,companies,associated,with,McGurk,.}",9,1,38,1,1,"{people_between_bucket=2,NGRAM_1_[wife],NGRAM_1_[company],NGRAM_1_[bring],NGRAM_1_[various],NGRAM_1_[matter]}","{-1.00443,0.82316,-0.352484,0.314033,-0.206009,0.115825}"
12530137@1_0-12530137@1_3,12530137@1,Oscar Briceño-Oscar Brice,f,0.348,"{Oscar,Brice,o,Oscar,Brice,o,-LRB-,born,September,6,"","",1985,in,C,cuta,"","",Norte,de,Santander,-RRB-,is,a,Colombian,football,forward,who,plays,for,Mineros,de,Guayana,in,Venezuela,.}",3,2,0,2,2,"{INV_NGRAM_1_[o],INV_WORD_SEQ_[o]}","{-0.463119,-0.219731}"
25028359@2_26-25028359@2_39,25028359@2,James R. Fannin-Jackson,,0.47,"{He,is,a,former,educator,and,an,active,businessman,in,Jonesboro,"","",the,seat,of,government,of,Jackson,Parish,in,north,Louisiana,"","",In,2003,"","",Fannin,then,a,Democrat,"","",was,elected,to,represent,House,District,13,-LRB-,Jackson,"","",Bienville,"","",Ouachita,"","",and,Winn,parishes,-RRB-,.}",39,1,26,1,1,"{INV_NGRAM_1_[represent],INV_NGRAM_1_[13],INV_NGRAM_1_[elect],""INV_BETW_L_[dep dobj xcomp nsubjpass]""}","{-0.309749,0.205676,0.0966364,0.00302422}"
22596809@1_6-22596809@1_0,22596809@1,Centola and Helen-Centola Saints Centola,,0.284,"{Centola,and,Helen,Saints,Centola,and,Helen,-LRB-,-RRB-,were,"","",according,to,Christian,tradition,"","",two,women,who,were,martyred,at,Burgos,in,304,AD,during,the,persecution,of,Christians,by,Diocletian,.}",0,3,6,1,1,"{people_between_bucket=2,""BETW_L_[nn conj_and]""}","{-1.00443,0.129068}"
1401932@87_6-1401932@87_31,1401932@87,Phan Bội Châu-Canh,,0.226,"{By,the,spring,of,1903,"","",Phan,had,found,a,perfect,candidate,to,lead,the,revolution,:,Prince,C,ng,"","",a,direct,descendant,of,Gia,Long,'s,eldest,son,"","",Canh,.}",31,1,6,1,1,"{INV_NGRAM_1_[son],INV_NGRAM_1_['s],INV_NGRAM_1_[lead],INV_NGRAM_1_[find],INV_NGRAM_1_[eldest],""INV_NGRAM_2_[eldest son]""}","{1.76438,-1.17199,-0.589478,-0.4748,0.341573,-0.262935}"
8022150@32_0-8022150@32_13,8022150@32,Linda Haglund-Joe Douglas,,0.406,"{Linda,Haglund,is,always,grateful,-,to,the,manager,of,Carl,Lewis,-,Joe,Douglas,-,that,made,it,possible,for,her,to,work,for,Santa,Monica,College,and,Lee,Finch,-,athletic,director,at,the,time,.}",13,2,0,2,2,"{INV_NGRAM_1_[manager],INV_NGRAM_1_[always],INV_NGRAM_1_[-],INV_NGRAM_1_[grateful],""INV_NGRAM_2_[grateful -]"",""INV_BETW_L_[dep prep_of prep_to dep dep nsubj]""}","{-0.287082,-0.202495,-0.115931,0.00736304,0.00568613,0.00568613}"
7228195@39_6-7228195@39_8,7228195@39,Gary McGivern-Fitzgerald,,0.216,"{The,surviving,deputy,Joseph,Singer,claimed,McGivern,shot,Fitzgerald,and,that,the,escape,attempt,involved,all,three,prisoners,.}",8,1,6,1,1,"{""INV_BETW_L_[dobj nsubj]"",INV_NGRAM_1_[shoot],""INV_BETW_[dobj shoot nsubj]"",""INV_BETW_D_[dobj shoot nsubj]"",INV_WORD_SEQ_[shot]}","{-0.973964,-0.31773,-0.016136,-0.016136,0.00860954}"
39295146@20_0-39295146@20_21,39295146@20,Shelly Lares-Selena,,0.2,"{Lares,was,nominated,for,a,Tejano,Music,Award,for,Best,Female,Vocalist,of,the,Year,"","",which,she,constantly,lost,to,Selena,for,thirteen,years,.}",21,1,0,1,1,"{INV_NGRAM_1_[year],INV_NGRAM_1_[lose],INV_NGRAM_1_[award],INV_NGRAM_1_[vocalist],INV_NGRAM_1_[nominate],INV_NGRAM_1_[female]}","{-0.484481,-0.437549,-0.274258,-0.266968,0.128473,0.115838}"
19252141@26_17-19252141@26_0,19252141@26,William Bradbery-Richard,,0.524,"{Richard,the,grandson,"","",it,seems,"","",lacked,the,same,entrepreneurial,spirit,and,drive,of,his,grandfather,William,.}",0,1,17,1,1,"{people_between_bucket=0,NGRAM_1_[grandson],NGRAM_1_[seem],NGRAM_1_[spirit],NGRAM_1_[drive],NGRAM_1_[entrepreneurial]}","{-0.729378,0.479009,0.102756,0.0570681,0.0552699,-0.03482}"
33420582@3_0-33420582@3_16,33420582@3,Steven Legendre-Jessica,,0.854,"{Steven,was,born,to,Raymond,and,Lisa,Legendre,"","",and,has,2,sisters,-LRB-,Jaime,and,Jessica,-RRB-,and,one,brother,"","",Michael,.}",16,1,0,1,1,"{INV_NGRAM_1_[bear],INV_NGRAM_1_[sister],""INV_BETW_L_[conj_and appos dobj conj_and nsubjpass]"",INV_NGRAM_1_[2],""INV_NGRAM_2_[2 sister]""}","{2.23147,-0.317554,-0.0925657,0.0901169,-0.00606117}"
13676650@1_1-13676650@1_7,13676650@1,"Sir Osmond Williams, 1st Baronet-Arthur Osmond Williams",,0.018,"{Sir,Osmond,Williams,"","",1st,Baronet,Sir,Arthur,Osmond,Williams,-LRB-,March,17,"","",1849,January,28,"","",1927,-RRB-,was,a,Welsh,Liberal,Party,politician,.}",7,3,1,2,2,"{INV_NGRAM_1_[1st],INV_BETW_L_[appos],INV_BETW_D_[appos],INV_BETW_[appos]}","{-1.36727,-0.675922,-0.675922,-0.675336}"
716179@8_0-716179@8_6,716179@8,Stephen Nichols-Stella Adler,,0.368,"{Nichols,went,on,to,study,with,Stella,Adler,"","",Jack,Colvin,and,Harry,Mastrorgeorge,.}",6,2,0,1,1,"{INV_NGRAM_1_[study],INV_NGRAM_1_[go],""INV_BETW_L_[prep_with xcomp nsubj]"",""INV_BETW_[prep_with study xcomp go nsubj]"",""INV_BETW_D_[prep_with study xcomp go nsubj]""}","{-0.286876,-0.174106,-0.046495,0.0112003,0.0112003}"
2913356@28_3-2913356@28_0,2913356@28,Bobby Pinson-Lawrence,,0.26,"{Lawrence,charted,another,Pinson,co-write,"","",``,If,I,Do,n't,Make,It,Back,'',"","",in,2006,.}",0,1,3,1,1,"{people_between_bucket=0,NGRAM_1_[another],""BETW_L_[nsubj dobj nn]"",NGRAM_1_[chart],""BETW_[nsubj chart dobj co-write nn]"",""BETW_D_[nsubj chart dobj co-write nn]""}","{-0.729378,-0.277035,0.0291918,0.00577818,0.00430477,0.00430477}"
1637270@43_10-1637270@43_0,1637270@43,Petr Ginz-Ramon,,0.264,"{Ramon,carried,with,him,a,copy,of,a,drawing,by,Ginz,of,the,planet,Earth,as,seen,from,the,moon,.}",0,1,10,1,1,"{people_between_bucket=0,NGRAM_1_[carry],NGRAM_1_[copy],""BETW_L_[nsubj dobj prep_of prep_by]"",NGRAM_1_[drawing],""BETW_D_[nsubj carry dobj copy prep_of drawing prep_by]""}","{-0.729378,-0.18763,-0.135936,0.0702501,-0.0546395,-0.003018}"
4527@82_10-4527@82_20,4527@82,Béla Bartók-Ditta,,0.464,"{Having,first,sent,his,manuscripts,out,of,the,country,"","",Bart,k,reluctantly,emigrated,to,the,U.S.,with,his,wife,Ditta,in,October,that,year,.}",20,1,10,1,1,"{INV_NGRAM_1_[k],INV_NGRAM_1_[emigrate],""INV_BETW_L_[prep_with nsubj nn]"",INV_NGRAM_1_[wife],INV_NGRAM_1_[reluctantly],""INV_NGRAM_2_[reluctantly emigrate]""}","{-0.473801,0.126617,0.0353365,-0.0323277,0.0106681,0.00583925}"
24771067@7_23-24771067@7_20,24771067@7,Philip Bouquett-Henry Sike,,0.352,"{When,a,vacancy,occurred,in,the,professorship,of,Hebrew,in,1704,"","",which,it,was,thought,desirable,to,confer,on,Henry,Sike,"","",Bouquett,was,temporarily,appointed,to,it,in,the,absence,of,Sike,"","",a,better-known,orientalist,.}",20,2,23,1,1,"{people_between_bucket=0,""BETW_[prep_on confer xcomp think rcmod 1704 prep_in occur advcl appoint nsubjpass]"",""BETW_L_[prep_on xcomp rcmod prep_in advcl nsubjpass]"",""BETW_D_[prep_on confer xcomp think rcmod 1704 prep_in occur advcl appoint nsubjpass]""}","{-0.729378,-0.00076765,-0.00076765,-0.00076765}"
39427348@8_0-39427348@8_28,39427348@8,John Gloag-Olaf Stapledon,,0.04,"{Gloag,'s,first,science,fiction,novel,"","",``,Tomorrow,'s,Yesterday,'',"","",-LRB-,1932,-RRB-,was,inspired,by,the,work,of,H.G.,Wells,and,Gloag,'s,friend,Olaf,Stapledon,.}",28,2,0,1,1,"{INV_NGRAM_1_['s],INV_NGRAM_1_[friend],INV_NGRAM_1_[work],INV_NGRAM_1_[inspire],INV_NGRAM_1_[first],INV_NGRAM_1_[fiction]}","{-1.17199,-0.573404,-0.544445,-0.345863,-0.344585,0.0955596}"
5962182@49_11-5962182@49_15,5962182@49,Carlos Salzedo-Trio de Lut,,0.47,"{On,the,Salzedos,',return,to,the,US,in,1916,"","",Carlos,reunited,with,the,Trio,de,Lut,ce,"","",but,not,the,Metropolitan,Opera,"","",from,which,he,had,resigned,in,1913,.}",15,3,11,1,1,"{INV_NGRAM_1_[reunite],""INV_BETW_L_[nn prep_with nsubj]"",""INV_BETW_D_[nn ce prep_with reunite nsubj]"",""INV_BETW_[nn ce prep_with reunite nsubj]""}","{-0.110686,-0.0477619,0.000865884,0.000865884}"
26909@489_0-26909@489_9,26909@489,Silvio Berlusconi-Niccol Ghedini,,0.18,"{Berlusconi,'s,lawyer,and,MP,for,the,PdL,"","",Niccol,Ghedini,said,that,``,the,statements,given,by,Spatuzza,about,prime,minister,Berlusconi,are,baseless,and,can,be,in,no,way,verified,.,''}",9,2,0,1,1,"{INV_NGRAM_1_['s],INV_NGRAM_1_[mp],""INV_NGRAM_2_['s lawyer]"",""INV_BETW_L_[appos prep_for poss]"",INV_NGRAM_1_[lawyer]}","{-1.17199,-0.124972,-0.0648911,-0.0362591,1.10929e-06}"
